country,location_name,latitude,longitude,temperature_fahrenheit,cloud,precip_mm,air_quality,moon_illumination,visibility_km,visibility_miles
Kiribati,Tarawa,-0.88,169.53,82.4,31,0.0,0.5,14,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,95.5,0,0.0,17.1,14,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,55.8,29,0.0,1.5,14,10.0,6.0
Indonesia,Laos,-8.18,114.32,70.9,67,0.0,8.4,14,2.0,1.0
Latvia,Riga,56.95,24.1,60.8,0,0.0,15.0,14,10.0,6.0
Lebanon,Beirut,33.87,35.51,82.4,0,0.0,10.6,14,10.0,6.0
Lesotho,Maseru,-29.32,27.48,35.2,11,0.0,0.9,14,10.0,6.0
Liberia,Monrovia,6.31,-10.8,80.6,75,0.0,3.7,14,10.0,6.0
Thailand,Nan,18.78,100.78,77.0,25,0.0,3.5,14,10.0,6.0
Liechtenstein,Vaduz,47.13,9.52,62.6,0,0.0,18.5,14,10.0,6.0
Lithuania,Vilnius,54.68,25.32,59.0,0,0.0,7.9,14,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,71.6,0,0.0,18.0,14,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,53.6,25,0.0,6.0,14,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,70.5,2,0.0,5.1,14,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,80.6,25,0.0,73.3,14,10.0,6.0
Maldives,Farukolhufunadhoo,6.15,73.27,80.2,49,0.0,0.7,14,10.0,6.0
Mali,Bamako,12.65,-8.0,80.6,25,0.0,2.4,14,10.0,6.0
Malta,Valletta,35.9,14.51,73.4,0,0.0,12.3,14,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,86.0,75,0.0,1.0,14,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,82.2,13,0.0,12.8,14,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,71.6,75,0.0,2.3,14,10.0,6.0
Mexico,Mexico City,19.43,-99.13,69.8,75,0.0,12.3,14,13.0,8.0
Micronesia,Palikir,6.92,158.15,86.0,100,0.0,0.5,14,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,51.8,14,0.0,1.0,14,10.0,6.0
Monaco,Monaco,43.73,7.42,73.4,0,0.0,17.9,14,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,28.4,0,0.0,3.5,14,10.0,6.0
Montenegro,Podgorica,42.44,19.26,69.8,0,0.0,8.6,14,10.0,6.0
Morocco,Rabat,34.03,-6.84,66.2,50,0.0,2.7,14,5.0,3.0
Mozambique,Maputo,-25.97,32.59,68.0,75,0.0,3.9,14,10.0,6.0
Myanmar,Pathein,16.78,94.73,76.5,75,0.0,1.6,14,2.0,1.0
Namibia,Windhoek,-22.57,17.08,41.9,0,0.0,4.6,14,10.0,6.0
Turkey,Yaren,39.55,27.62,66.2,0,0.0,4.3,14,10.0,6.0
Nepal,Kathmandu,27.72,85.32,71.6,75,0.0,88.1,14,6.0,3.0
Netherlands,Amsterdam,52.37,4.89,66.2,25,0.0,19.0,14,4.0,2.0
New Zealand,Wellington,-41.3,174.78,57.2,0,0.0,0.5,14,10.0,6.0
Nicaragua,Managua,12.15,-86.27,93.2,50,0.0,1.8,14,10.0,6.0
Niger,Niamey,13.52,2.12,93.2,0,0.0,11.2,14,10.0,6.0
Nigeria,Abuja,9.18,7.18,75.2,75,0.0,13.4,14,10.0,6.0
North Korea,Pyongyang,39.02,125.75,71.6,20,0.0,42.1,14,10.0,6.0
Macedonia,Skopje,42.0,21.43,57.2,0,0.0,17.2,14,10.0,6.0
Norway,Oslo,59.92,10.75,53.6,75,0.0,27.5,14,10.0,6.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,29.3,14,10.0,6.0
Pakistan,Islamabad,33.7,73.17,79.0,16,0.0,126.0,14,10.0,6.0
Palau,Adkip,7.36,134.51,78.8,100,0.0,1.1,14,19.0,11.0
Bolivia,National,-11.18,-67.08,82.0,13,0.0,13.9,14,10.0,6.0
Panama,Panama City,8.97,-79.53,82.4,50,0.0,2.1,14,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,78.8,50,0.0,5.1,14,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,93.0,6,0.0,10.1,14,10.0,6.0
Peru,Lima,-12.05,-77.05,66.0,19,0.0,8.3,14,10.0,6.0
Philippines,Manila,14.6,120.98,80.6,50,0.0,15.7,14,10.0,6.0
Poland,Warsaw,52.25,21.0,62.6,0,0.0,94.7,14,10.0,6.0
Portugal,Lisbon,38.72,-9.13,66.2,25,0.0,6.1,14,10.0,6.0
Qatar,Doha,25.29,51.53,91.4,0,0.0,49.1,14,10.0,6.0
Romania,Bucharest,44.43,26.1,66.2,0,0.0,21.4,14,10.0,6.0
Russia,Moscow,55.75,37.62,51.8,50,0.0,9.5,14,9.0,5.0
Rwanda,Kigali,-1.95,30.06,69.8,50,0.0,21.6,14,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,86.0,25,0.0,2.4,14,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,86.0,25,0.0,2.1,14,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.6,69,0.0,2.0,14,10.0,6.0
Samoa,Apia,-13.83,-171.73,87.8,75,0.0,1.9,14,10.0,6.0
San Marino,San Marino,43.93,12.45,68.0,0,0.0,20.2,14,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,66.2,0,0.0,6.4,14,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,96.8,0,0.0,48.1,14,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,25,0.0,34.2,14,10.0,6.0
Serbia,Belgrade,44.8,20.47,69.8,0,0.0,13.1,14,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,80.6,50,0.0,5.0,14,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,80.6,50,0.0,1.2,14,10.0,6.0
Singapore,Singapore,1.29,103.86,80.6,75,0.0,24.2,14,8.0,4.0
Slovakia,Bratislava,48.15,17.12,66.2,0,0.0,10.0,14,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,57.2,0,0.0,29.4,14,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,84.2,50,0.0,3.9,14,10.0,6.0
Somalia,Mogadishu,2.07,45.37,76.6,8,0.0,5.9,14,10.0,6.0
South Africa,Pretoria,-25.75,28.19,48.2,0,0.0,4.5,14,10.0,6.0
South Korea,Seoul,37.57,127.0,71.6,0,0.0,55.4,14,9.0,5.0
Sudan,Juba,12.15,24.45,78.6,11,0.0,2.3,14,10.0,6.0
Spain,Madrid,40.4,-3.68,66.2,0,0.0,2.9,14,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,78.3,51,0.0,1.8,14,10.0,6.0
Sudan,Khartoum,15.59,32.53,89.2,13,0.0,8.9,14,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,82.4,50,0.0,7.1,14,10.0,6.0
Sweden,Stockholm,59.33,18.05,59.0,100,0.0,14.0,14,10.0,6.0
Switzerland,Bern,46.92,7.47,60.8,0,0.0,25.8,14,10.0,6.0
Syria,Damascus,33.5,36.3,68.0,0,0.0,8.6,14,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,73.4,25,0.0,14.1,14,5.0,3.0
Tanzania,Dodoma,-6.18,35.75,67.5,8,0.0,3.9,14,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,25,0.0,15.6,14,10.0,6.0
Timor-Leste,Dili,-8.56,125.57,80.2,4,0.0,3.9,14,10.0,6.0
Bulgaria,Lom,43.81,23.24,65.1,5,0.0,7.5,14,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,77.0,75,0.0,5.7,14,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,86.0,25,0.0,2.3,14,10.0,6.0
Tunisia,Tunis,36.8,10.18,71.6,25,0.0,16.3,14,10.0,6.0
Turkey,Ankara,39.93,32.86,60.8,0,0.0,5.2,14,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,68.0,0,0.0,13.3,14,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,87.8,75,0.0,0.7,14,10.0,6.0
Uganda,Kampala,0.32,32.57,63.3,59,0.0,113.6,14,2.0,1.0
Ukraine,Kyiv,50.43,30.52,59.2,6,0.0,9.2,14,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,91.4,0,0.0,53.6,14,10.0,6.0
United Kingdom,London,51.52,-0.11,68.0,75,0.0,6.9,14,10.0,6.0
United States of America,Washington Park,46.6,-120.49,84.0,0,0.0,5.7,14,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,60.8,75,0.0,5.5,14,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,60.8,0,0.0,21.2,14,4.0,2.0
Vanuatu,Port Vila,-17.73,168.32,78.8,25,0.0,2.9,14,10.0,6.0
Venezuela,Caracas,10.5,-66.92,89.6,0,0.0,58.5,14,10.0,6.0
Vietnam,Hanoi,21.03,105.85,80.6,50,0.0,73.9,14,7.0,4.0
Yemen,Sanaa,15.35,44.21,64.4,12,0.0,19.4,14,10.0,6.0
Zambia,Lusaka,-15.42,28.28,72.9,0,0.0,32.9,14,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,67.3,0,0.0,106.9,14,10.0,6.0
Afghanistan,Kabul,34.52,69.18,58.1,0,0.0,13.5,8,10.0,6.0
Albania,Tirana,41.33,19.82,62.6,0,0.0,21.4,8,10.0,6.0
Algeria,Algiers,36.76,3.05,77.0,50,0.0,9.5,8,8.0,4.0
Andorra,Andorra La Vella,42.5,1.52,46.2,56,0.0,1.7,8,2.0,1.0
Angola,Luanda,-8.84,13.23,71.6,0,0.0,7.0,8,8.0,4.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,25,0.0,2.1,8,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,59.0,0,0.0,5.6,8,10.0,6.0
Armenia,Yerevan,40.18,44.51,57.2,75,0.0,4.6,8,6.0,3.0
Australia,Canberra,-35.28,149.22,46.4,0,0.0,5.0,8,10.0,6.0
Austria,Vienna,48.2,16.37,68.0,0,0.0,28.1,8,10.0,6.0
Azerbaijan,Baku,40.4,49.88,66.2,37,0.0,1.0,8,10.0,6.0
Bahamas,Nassau,25.08,-77.35,87.8,50,0.0,4.3,8,10.0,6.0
Bahrain,Manama,26.24,50.58,91.4,0,0.0,86.9,8,8.0,4.0
Bangladesh,Dhaka,23.72,90.41,80.1,45,0.0,17.9,8,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,84.2,25,0.0,1.4,8,10.0,6.0
Belarus,Minsk,53.9,27.57,59.0,0,0.0,10.3,8,10.0,6.0
Belgium,Brussels,50.83,4.33,64.4,50,0.0,34.8,8,8.0,4.0
Belize,Belmopan,17.25,-88.77,84.2,50,0.0,3.3,8,10.0,6.0
Benin,Porto-Novo,6.48,2.62,75.2,75,0.0,8.5,8,7.0,4.0
Bhutan,Thimphu,27.48,89.6,53.6,34,0.0,2.8,8,10.0,6.0
Bolivia,Sucre,-19.04,-65.26,59.5,89,3.6,8.9,8,7.0,4.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,59.0,0,0.0,16.3,8,10.0,6.0
Botswana,Gaborone,-24.65,25.91,57.2,0,0.0,4.4,8,10.0,6.0
Brazil,Bras,-2.08,-58.17,91.4,18,0.0,11.3,8,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,77.0,75,0.0,2.4,8,10.0,6.0
Bulgaria,Sofia,42.68,23.32,59.0,0,0.0,10.8,8,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,86.0,25,0.0,47.5,8,10.0,6.0
Burundi,Bujumbura,-3.38,29.36,73.8,12,0.0,52.7,8,10.0,6.0
Madagascar,Ivory,-24.37,46.45,70.7,19,0.0,4.7,8,10.0,6.0
Cape Verde,Praia,14.93,-23.51,80.6,75,0.0,4.5,8,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,78.8,50,0.0,10.2,8,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,61.2,57,0.0,14.6,8,10.0,6.0
Canada,Ottawa,45.42,-75.7,66.2,100,0.0,4.1,8,24.0,14.0
Central African Republic,Bangui,4.37,18.58,77.0,25,0.0,0.5,8,8.0,4.0
Chad,N'djamena,12.11,15.05,80.6,25,0.0,30.6,8,8.0,4.0
Chile,Santiago,-33.45,-70.67,55.4,25,0.0,173.6,8,10.0,6.0
China,Beijing,39.93,116.39,59.0,0,0.0,125.5,8,10.0,6.0
Bulgaria,Bogot,43.32,24.7,66.9,0,0.0,9.9,8,10.0,6.0
Comoros,Moroni,-11.7,43.24,70.2,6,0.0,4.4,8,10.0,6.0
Congo,Brazzaville,-4.26,15.28,78.8,0,0.0,4.9,8,7.0,4.0
Costa Rica,San Juan,9.97,-84.08,71.6,75,0.0,11.1,8,10.0,6.0
Croatia,Zagreb,45.8,16.0,60.8,0,0.0,16.9,8,10.0,6.0
Cuba,Havana,23.13,-82.36,87.8,75,0.0,3.2,8,9.0,5.0
Cyprus,Nicosia,35.17,33.37,73.4,0,0.0,10.1,8,10.0,6.0
Czech Republic,Prague,50.08,14.47,69.8,0,0.0,20.6,8,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,78.8,0,0.0,4.9,8,7.0,4.0
Denmark,Copenhagen,55.67,12.58,60.8,75,0.0,4.8,8,10.0,6.0
Djibouti,Djibouti,11.6,43.15,95.0,0,0.0,26.2,8,8.0,4.0
Dominica,Roseau,15.3,-61.4,84.2,25,0.0,1.4,8,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,86.0,50,0.0,26.2,8,10.0,6.0
Ecuador,Quito,-0.22,-78.5,58.8,46,0.0,20.9,8,9.0,5.0
Egypt,Cairo,30.05,31.25,80.6,0,0.0,14.7,8,6.0,3.0
El Salvador,San Salvador,13.71,-89.2,84.2,25,0.0,16.0,8,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,76.5,68,0.0,3.9,8,10.0,6.0
Eritrea,Asmara,15.33,38.93,63.5,7,0.0,10.2,8,10.0,6.0
Estonia,Tallinn,59.43,24.73,60.8,0,0.0,33.6,8,9.0,5.0
Swaziland,Mbabane,-26.32,31.13,45.9,100,0.0,1.6,8,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,59.0,75,0.0,32.0,8,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,80.6,75,0.0,7.1,8,10.0,6.0
Finland,Helsinki,60.18,24.93,64.4,75,0.0,27.8,8,9.0,5.0
France,Paris,48.87,2.33,64.4,75,0.0,7.5,8,6.0,3.0
Gabon,Libreville,0.38,9.45,77.0,75,0.0,4.2,8,10.0,6.0
Gambia,Banjul,13.45,-16.58,82.4,50,0.0,0.7,8,10.0,6.0
Georgia,Tbilisi,41.73,44.79,57.2,0,0.0,2.1,8,10.0,6.0
Germany,Berlin,52.52,13.4,68.0,0,3.6,50.1,8,10.0,6.0
Ghana,Accra,5.55,-0.22,71.6,75,0.0,15.0,8,5.0,3.0
Greece,Athens,37.98,23.72,71.6,0,0.0,4.9,8,10.0,6.0
Grenada,Saint George's,12.05,-61.75,86.0,25,0.0,2.3,8,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,77.0,50,0.0,79.8,8,10.0,6.0
Guinea,Conakry,9.51,-13.71,82.4,50,0.0,1.3,8,10.0,6.0
Guinea-Bissau,Bissau,11.85,-15.58,80.6,25,0.0,1.3,8,8.0,4.0
Guyana,Georgetown,6.8,-58.17,86.0,50,0.0,3.5,8,10.0,6.0
Haiti,Port-Au-Prince,18.54,-72.34,87.8,25,0.0,5.2,8,10.0,6.0
Vatican City,Vatican City,41.9,12.45,69.8,0,0.0,36.7,8,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,84.2,50,0.0,0.8,8,10.0,6.0
Hungary,Budapest,47.5,19.08,62.6,0,0.0,55.8,8,10.0,6.0
Iceland,Hella,63.83,-20.4,44.4,100,0.0,0.5,8,10.0,6.0
India,New Delhi,28.6,77.2,82.4,50,0.0,49.6,8,3.0,1.0
Indonesia,Jakarta,-6.21,106.85,75.2,50,0.0,690.1,8,6.0,3.0
Iran,Tehran,35.73,51.33,75.2,0,0.0,21.7,8,10.0,6.0
Iraq,Baghdad,33.34,44.39,87.8,0,0.0,16.2,8,10.0,6.0
Ireland,Dublin,53.33,-6.25,44.6,0,0.0,1.4,8,10.0,6.0
Israel,Jerusalem,31.78,35.23,82.4,75,0.0,31.3,8,10.0,6.0
Italy,Rome,41.9,12.48,69.8,0,0.0,36.7,8,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,91.4,25,0.0,23.3,8,10.0,6.0
Japan,Tokyo,35.69,139.69,80.6,25,0.0,26.7,8,10.0,6.0
Jordan,Amman,31.95,35.93,78.8,0,0.0,49.0,8,2.0,1.0
Kazakhstan,Astana,51.18,71.43,48.2,100,0.0,3.5,8,10.0,6.0
Kenya,Nairobi,-1.28,36.82,64.4,50,0.0,22.0,8,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,84.0,46,0.0,0.5,8,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,97.0,0,0.0,27.8,8,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,55.2,45,0.0,21.2,8,10.0,6.0
Indonesia,Laos,-8.18,114.32,70.2,66,0.0,20.2,8,10.0,6.0
Latvia,Riga,56.95,24.1,60.8,0,0.0,11.5,8,10.0,6.0
Lebanon,Beirut,33.87,35.51,84.2,0,0.0,10.0,8,8.0,4.0
Lesotho,Maseru,-29.32,27.48,44.2,5,0.0,24.3,8,10.0,6.0
Liberia,Monrovia,6.31,-10.8,75.2,75,0.0,2.3,8,10.0,6.0
Thailand,Nan,18.78,100.78,77.0,25,0.0,2.4,8,10.0,6.0
Liechtenstein,Vaduz,47.13,9.52,68.0,100,0.0,6.4,8,10.0,6.0
Lithuania,Vilnius,54.68,25.32,60.8,0,0.0,16.0,8,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,62.6,75,0.0,4.6,8,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,55.4,25,0.0,27.5,8,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,70.2,12,0.0,6.8,8,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,82.4,25,0.0,59.2,8,10.0,6.0
Maldives,Farukolhufunadhoo,6.15,73.27,82.6,27,0.0,0.6,8,10.0,6.0
Mali,Bamako,12.65,-8.0,82.4,0,3.6,2.9,8,10.0,6.0
Malta,Valletta,35.9,14.51,73.4,0,0.0,14.0,8,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,87.8,75,0.0,5.2,8,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,82.4,11,0.0,11.7,8,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,71.6,50,0.0,7.2,8,10.0,6.0
Mexico,Mexico City,19.43,-99.13,78.8,75,0.0,19.9,8,18.0,11.0
Micronesia,Palikir,6.92,158.15,84.2,100,0.0,0.5,8,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,57.2,48,0.0,0.8,8,10.0,6.0
Monaco,Monaco,43.73,7.42,75.2,75,0.0,18.9,8,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,30.2,0,0.0,4.7,8,10.0,6.0
Montenegro,Podgorica,42.44,19.26,68.0,0,0.0,16.9,8,10.0,6.0
Morocco,Rabat,34.03,-6.84,66.2,0,0.0,4.7,8,5.0,3.0
Mozambique,Maputo,-25.97,32.59,60.8,75,0.0,2.5,8,10.0,6.0
Myanmar,Pathein,16.78,94.73,75.7,82,3.6,1.8,8,7.0,4.0
Namibia,Windhoek,-22.57,17.08,53.6,0,0.0,10.0,8,10.0,6.0
Turkey,Yaren,39.55,27.62,66.2,0,0.0,5.5,8,10.0,6.0
Nepal,Kathmandu,27.72,85.32,68.0,75,0.0,23.9,8,6.0,3.0
Netherlands,Amsterdam,52.37,4.89,66.2,25,0.0,7.4,8,10.0,6.0
New Zealand,Wellington,-41.3,174.78,59.0,0,0.0,0.6,8,10.0,6.0
Nicaragua,Managua,12.15,-86.27,93.2,50,0.0,2.2,8,10.0,6.0
Niger,Niamey,13.52,2.12,91.4,0,0.0,11.4,8,8.0,4.0
Nigeria,Abuja,9.18,7.18,77.0,25,0.0,4.7,8,10.0,6.0
North Korea,Pyongyang,39.02,125.75,67.1,36,0.0,17.2,8,10.0,6.0
Macedonia,Skopje,42.0,21.43,62.6,0,0.0,15.9,8,10.0,6.0
Norway,Oslo,59.92,10.75,50.0,75,0.0,0.5,8,10.0,6.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,39.1,8,10.0,6.0
Pakistan,Islamabad,33.7,73.17,81.0,19,0.0,113.9,8,10.0,6.0
Palau,Adkip,7.36,134.51,77.0,75,0.0,1.0,8,19.0,11.0
Bolivia,National,-11.18,-67.08,88.9,24,0.0,0.8,8,10.0,6.0
Panama,Panama City,8.97,-79.53,82.4,50,0.0,1.4,8,8.0,4.0
Papua New Guinea,Port Moresby,-9.46,147.19,78.8,75,0.0,3.8,8,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,82.6,11,0.0,10.1,8,10.0,6.0
Peru,Lima,-12.05,-77.05,66.4,47,0.0,6.9,8,10.0,6.0
Philippines,Manila,14.6,120.98,78.8,50,0.0,42.6,8,10.0,6.0
Poland,Warsaw,52.25,21.0,64.4,0,0.0,36.9,8,10.0,6.0
Portugal,Lisbon,38.72,-9.13,66.2,25,0.0,9.1,8,10.0,6.0
Qatar,Doha,25.29,51.53,93.2,0,0.0,60.6,8,7.0,4.0
Romania,Bucharest,44.43,26.1,64.4,0,0.0,31.4,8,10.0,6.0
Russia,Moscow,55.75,37.62,46.4,0,0.0,16.2,8,10.0,6.0
Rwanda,Kigali,-1.95,30.06,64.4,50,0.0,16.7,8,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,86.0,25,0.0,3.7,8,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,86.0,25,0.0,3.3,8,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.4,37,0.0,2.0,8,10.0,6.0
Samoa,Apia,-13.83,-171.73,87.8,75,0.0,2.9,8,10.0,6.0
San Marino,San Marino,43.93,12.45,68.0,0,0.0,17.2,8,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,66.2,50,0.0,28.6,8,3.7,2.0
Saudi Arabia,Riyadh,24.64,46.77,87.8,0,0.0,26.4,8,10.0,6.0
Senegal,Dakar,14.67,-17.44,80.6,50,0.0,0.5,8,10.0,6.0
Serbia,Belgrade,44.8,20.47,71.6,0,0.0,15.4,8,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,80.6,25,0.0,6.3,8,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,82.4,75,0.0,1.8,8,10.0,6.0
Singapore,Singapore,1.29,103.86,82.4,0,0.0,6.0,8,10.0,6.0
Slovakia,Bratislava,48.15,17.12,66.2,0,0.0,24.2,8,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,59.0,0,0.0,21.4,8,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,78.8,75,0.0,3.0,8,10.0,6.0
Somalia,Mogadishu,2.07,45.37,77.2,8,0.0,7.4,8,10.0,6.0
South Africa,Pretoria,-25.75,28.19,46.4,0,0.0,9.8,8,10.0,6.0
South Korea,Seoul,37.57,127.0,73.4,75,0.0,47.9,8,9.0,5.0
Sudan,Juba,12.15,24.45,79.2,23,0.0,2.2,8,10.0,6.0
Spain,Madrid,40.4,-3.68,68.0,0,0.0,2.9,8,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,78.8,50,0.0,2.1,8,9.0,5.0
Sudan,Khartoum,15.59,32.53,85.6,8,0.0,8.5,8,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,89.6,25,0.0,9.7,8,10.0,6.0
Sweden,Stockholm,59.33,18.05,62.6,75,0.0,5.5,8,10.0,6.0
Switzerland,Bern,46.92,7.47,66.2,75,0.0,3.5,8,10.0,6.0
Syria,Damascus,33.5,36.3,73.4,0,0.0,42.0,8,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,68.0,75,0.0,36.6,8,6.0,3.0
Tanzania,Dodoma,-6.18,35.75,68.5,5,0.0,2.6,8,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,25,0.0,21.6,8,10.0,6.0
Timor-Leste,Dili,-8.56,125.57,77.7,2,0.0,4.8,8,10.0,6.0
Bulgaria,Lom,43.81,23.24,67.5,0,0.0,8.9,8,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,78.8,25,0.0,5.3,8,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,86.0,25,0.0,2.4,8,10.0,6.0
Tunisia,Tunis,36.8,10.18,78.8,0,0.0,39.0,8,10.0,6.0
Turkey,Ankara,39.93,32.86,57.2,0,0.0,5.9,8,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,71.6,0,0.0,24.1,8,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,80.6,100,0.0,1.7,8,10.0,6.0
Uganda,Kampala,0.32,32.57,73.4,25,0.0,145.5,8,10.0,6.0
Ukraine,Kyiv,50.43,30.52,62.1,4,0.0,7.7,8,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,89.6,0,0.0,90.5,8,7.0,4.0
United Kingdom,London,51.52,-0.11,59.0,100,0.0,2.0,8,10.0,6.0
United States of America,Washington Park,46.6,-120.49,81.0,0,0.0,1.2,8,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,55.4,0,0.0,7.9,8,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,64.4,0,0.0,25.1,8,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,77.0,100,0.0,4.0,8,10.0,6.0
Venezuela,Caracas,10.5,-66.92,87.8,0,0.0,46.1,8,10.0,6.0
Vietnam,Hanoi,21.03,105.85,77.0,75,3.6,45.2,8,10.0,6.0
Yemen,Sanaa,15.35,44.21,65.3,5,0.0,29.8,8,10.0,6.0
Zambia,Lusaka,-15.42,28.28,72.0,3,0.0,20.6,8,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,54.7,47,0.0,5.8,8,10.0,6.0
Afghanistan,Kabul,34.52,69.18,72.9,0,0.0,22.8,1,10.0,6.0
Albania,Tirana,41.33,19.82,84.2,50,0.0,22.3,1,10.0,6.0
Algeria,Algiers,36.76,3.05,87.8,50,0.0,13.6,1,10.0,6.0
Andorra,Andorra La Vella,42.5,1.52,58.5,19,0.0,1.6,1,10.0,6.0
Angola,Luanda,-8.84,13.23,78.8,25,0.0,11.0,1,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,89.6,25,0.0,1.1,1,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,59.0,0,0.0,3.7,1,10.0,6.0
Armenia,Yerevan,40.18,44.51,77.0,25,0.0,2.7,1,10.0,6.0
Australia,Canberra,-35.28,149.22,46.4,0,0.0,5.7,1,10.0,6.0
Austria,Vienna,48.2,16.37,73.4,25,0.0,2.2,1,10.0,6.0
Azerbaijan,Baku,40.4,49.88,71.6,0,0.0,10.4,1,10.0,6.0
Bahamas,Nassau,25.08,-77.35,86.0,50,0.0,3.6,1,10.0,6.0
Bahrain,Manama,26.24,50.58,100.4,0,0.0,59.8,1,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,82.0,67,0.0,11.3,1,10.0,6.0
