country,location_name,latitude,longitude,air_quality
Azerbaijan,Baku,40.4,49.88,6.7
Bahamas,Nassau,25.08,-77.35,3
Bahrain,Manama,26.24,50.58,50.8
Bangladesh,Dhaka,23.72,90.41,11.3
Barbados,Bridgetown,13.1,-59.62,1.1
Belarus,Minsk,53.9,27.57,1.1
Belgium,Brussels,50.83,4.33,19
Belize,Belmopan,17.25,-88.77,2.7
Benin,Porto-Novo,6.48,2.62,8
Bhutan,Thimphu,27.48,89.6,6.8
Bolivia,Sucre,-19.04,-65.26,1.9
Bosnia and Herzegovina,Sarajevo,43.85,18.38,8.8
Botswana,Gaborone,-24.65,25.91,33.6
Brazil,Bras,-2.08,-58.17,6.8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,6.2
Bulgaria,Sofia,42.68,23.32,14.7
Burkina Faso,Ouagadougou,12.37,-1.52,212.9
Burundi,Bujumbura,-3.38,29.36,39.9
Madagascar,Ivory,-24.37,46.45,2.2
Cape Verde,Praia,14.93,-23.51,10.3
Cambodia,Phnom Penh,11.55,104.92,8.2
Cameroon,Bafoussam,5.47,10.42,27.5
Canada,Ottawa,45.42,-75.7,0.5
Central African Republic,Bangui,4.37,18.58,1.1
Chad,N'djamena,12.11,15.05,42.4
Chile,Santiago,-33.45,-70.67,236.7
China,Beijing,39.93,116.39,263.1
Bulgaria,Bogot,43.32,24.7,15.1
Comoros,Moroni,-11.7,43.24,4.4
Congo,Brazzaville,-4.26,15.28,5.1
Costa Rica,San Juan,9.97,-84.08,15.2
Croatia,Zagreb,45.8,16,14.5
Cuba,Havana,23.13,-82.36,3.5
Cyprus,Nicosia,35.17,33.37,8.5
Czech Republic,Prague,50.08,14.47,9.3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,5.1
Denmark,Copenhagen,55.67,12.58,6
Djibouti,Djibouti,11.6,43.15,42
Dominica,Roseau,15.3,-61.4,0.8
Dominican Republic,Santo Domingo,18.47,-69.9,3.3
Ecuador,Quito,-0.22,-78.5,12.6
Egypt,Cairo,30.05,31.25,18.1
El Salvador,San Salvador,13.71,-89.2,15.2
Equatorial Guinea,Malabo,3.75,8.78,2.6
Eritrea,Asmara,15.33,38.93,69.2
Estonia,Tallinn,59.43,24.73,0.6
Swaziland,Mbabane,-26.32,31.13,90.6
Ethiopia,Addis Ababa,9.03,38.7,66.4
Fiji Islands,Suva,-18.13,178.42,5.2
Finland,Helsinki,60.18,24.93,1.9
France,Paris,48.87,2.33,22.6
Gabon,Libreville,0.38,9.45,3.7
Gambia,Banjul,13.45,-16.58,16.8
Georgia,Tbilisi,41.73,44.79,5.5
Germany,Berlin,52.52,13.4,4.7
Ghana,Accra,5.55,-0.22,7.2
Greece,Athens,37.98,23.72,17.2
Grenada,Saint George's,12.05,-61.75,3
Guatemala,Guatemala City,14.62,-90.53,3.6
Guinea,Conakry,9.51,-13.71,0.6
Guinea-Bissau,Bissau,11.85,-15.58,6.3
Guyana,Georgetown,6.8,-58.17,4.1
Haiti,Port-Au-Prince,18.54,-72.34,6
Vatican City,Vatican City,41.9,12.45,26.2
Honduras,Tegucigalpa,14.1,-87.22,1.3
Hungary,Budapest,47.5,19.08,6.3
Iceland,Hella,63.83,-20.4,1.4
India,New Delhi,28.6,77.2,46.6
Indonesia,Jakarta,-6.21,106.85,858
Iran,Tehran,35.73,51.33,31.2
Iraq,Baghdad,33.34,44.39,16.3
Ireland,Dublin,53.33,-6.25,2.8
Israel,Jerusalem,31.78,35.23,9.7
Italy,Rome,41.9,12.48,26.2
Jamaica,Norman Gardens,17.97,-76.75,22.8
Japan,Tokyo,35.69,139.69,47.9
Jordan,Amman,31.95,35.93,8.7
Kazakhstan,Astana,51.18,71.43,4.8
Kenya,Nairobi,-1.28,36.82,8.3
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,41.4
Kyrghyzstan,Bishkek,42.87,74.6,4.1
Indonesia,Laos,-8.18,114.32,16
Latvia,Riga,56.95,24.1,1.4
Lebanon,Beirut,33.87,35.51,11.1
Lesotho,Maseru,-29.32,27.48,85.6
Liberia,Monrovia,6.31,-10.8,1.7
Thailand,Nan,18.78,100.78,13.2
Liechtenstein,Vaduz,47.13,9.52,7.7
Lithuania,Vilnius,54.68,25.32,0.9
Luxembourg,Luxembourg,49.61,6.13,5.8
Madagascar,Antananarivo,-18.92,47.52,2.3
Malawi,Lilongwe,-13.98,33.78,6.7
Malaysia,Kuala Lumpur,3.17,101.7,40.9
Maldives,Farukolhufunadhoo,6.15,73.27,0.7
Mali,Bamako,12.65,-8,21.7
Malta,Valletta,35.9,14.51,8.4
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,16.2
Mauritius,Port Louis,-20.16,57.5,2.5
Mexico,Mexico City,19.43,-99.13,20.9
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,3.4
Monaco,Monaco,43.73,7.42,7.8
Mongolia,Ulaanbaatar,47.92,106.92,4.4
Montenegro,Podgorica,42.44,19.26,16.9
Morocco,Rabat,34.03,-6.84,13.6
Mozambique,Maputo,-25.97,32.59,10.5
Myanmar,Pathein,16.78,94.73,3.3
Namibia,Windhoek,-22.57,17.08,7.6
Turkey,Yaren,39.55,27.62,42.2
Nepal,Kathmandu,27.72,85.32,84.8
Netherlands,Amsterdam,52.37,4.89,6.7
New Zealand,Wellington,-41.3,174.78,0.7
Nicaragua,Managua,12.15,-86.27,4.3
Niger,Niamey,13.52,2.12,46.9
Nigeria,Abuja,9.18,7.18,11.4
North Korea,Pyongyang,39.02,125.75,10.3
Macedonia,Skopje,42,21.43,27
Norway,Oslo,59.92,10.75,1.8
Oman,Muscat,23.61,58.59,30.5
Pakistan,Islamabad,33.7,73.17,104.5
Palau,Adkip,7.36,134.51,0.5
Bolivia,National,-11.18,-67.08,1.1
Panama,Panama City,8.97,-79.53,5.7
Papua New Guinea,Port Moresby,-9.46,147.19,5.2
Paraguay,Carreria,-21.55,-58.12,4.9
Peru,Lima,-12.05,-77.05,7.4
Philippines,Manila,14.6,120.98,24.4
Poland,Warsaw,52.25,21,0.8
Portugal,Lisbon,38.72,-9.13,10.6
Qatar,Doha,25.29,51.53,57
Romania,Bucharest,44.43,26.1,19.4
Russia,Moscow,55.75,37.62,5.6
Rwanda,Kigali,-1.95,30.06,18.7
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2.9
Saint Lucia,Castries,14,-61,1.2
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.4
Samoa,Apia,-13.83,-171.73,5.5
San Marino,San Marino,43.93,12.45,18.7
Belgium,'S-Gravenwezel,51.27,4.55,40.2
Saudi Arabia,Riyadh,24.64,46.77,41.9
Senegal,Dakar,14.67,-17.44,10.2
Serbia,Belgrade,44.8,20.47,4.8
Seychelles Islands,Victoria,-4.62,55.45,4.3
Sierra Leone,Freetown,8.49,-13.23,1.4
Singapore,Singapore,1.29,103.86,9.5
Slovakia,Bratislava,48.15,17.12,6.3
Slovenia,Ljubljana,46.06,14.51,13.1
Solomon Islands,Honiara,-9.43,159.95,0.8
Somalia,Mogadishu,2.07,45.37,4.2
South Africa,Pretoria,-25.75,28.19,65.9
South Korea,Seoul,37.57,127,4.5
Sudan,Juba,12.15,24.45,2.7
Spain,Madrid,40.4,-3.68,15.2
Sri Lanka,Colombo,6.93,79.85,1.2
Sudan,Khartoum,15.59,32.53,43.3
Suriname,Paramaribo,5.83,-55.17,3.8
Sweden,Stockholm,59.33,18.05,5.9
Switzerland,Bern,46.92,7.47,8.9
Syria,Damascus,33.5,36.3,21.7
Tajikistan,Dushanbe,38.56,68.77,20.4
Tanzania,Dodoma,-6.18,35.75,1.8
Thailand,Bangkok,13.75,100.52,22.8
Timor-Leste,Dili,-8.56,125.57,4.2
Bulgaria,Lom,43.81,23.24,28.8
Tonga,Nuku`Aloia,-21.13,-175.2,3.1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2.2
Tunisia,Tunis,36.8,10.18,39.9
Turkey,Ankara,39.93,32.86,15.9
Turkmenistan,Ashgabat,37.95,58.38,19.1
Tuvalu,Funafuti,-8.52,179.22,0.8
Uganda,Kampala,0.32,32.57,18.6
Ukraine,Kyiv,50.43,30.52,9.6
United Arab Emirates,Abu Dhabi,24.47,54.37,68.3
United Kingdom,London,51.52,-0.11,17.8
United States of America,Washington Park,46.6,-120.49,1.8
Uruguay,Montevideo,-34.86,-56.17,34.8
Uzbekistan,Tashkent,41.32,69.25,10.2
Vanuatu,Port Vila,-17.73,168.32,1.5
Venezuela,Caracas,10.5,-66.92,22.3
Vietnam,Hanoi,21.03,105.85,16.7
Yemen,Sanaa,15.35,44.21,18.9
Zambia,Lusaka,-15.42,28.28,21.8
Zimbabwe,Harare,-17.82,31.04,14.2
Afghanistan,Kabul,34.52,69.18,13.1
Albania,Tirana,41.33,19.82,56.7
Algeria,Algiers,36.76,3.05,9.8
Andorra,Andorra La Vella,42.5,1.52,1
Angola,Luanda,-8.84,13.23,11.2
Antigua and Barbuda,Saint John's,17.12,-61.85,0.9
Argentina,Buenos Aires,-34.59,-58.67,2.2
Armenia,Yerevan,40.18,44.51,2.8
Australia,Canberra,-35.28,149.22,11
Austria,Vienna,48.2,16.37,16.2
Azerbaijan,Baku,40.4,49.88,12.2
Bahamas,Nassau,25.08,-77.35,2.1
Bahrain,Manama,26.24,50.58,27.3
Bangladesh,Dhaka,23.72,90.41,12.8
Barbados,Bridgetown,13.1,-59.62,1
Belarus,Minsk,53.9,27.57,2.2
Belgium,Brussels,50.83,4.33,15.6
Belize,Belmopan,17.25,-88.77,3
Benin,Porto-Novo,6.48,2.62,8.1
Bhutan,Thimphu,27.48,89.6,6
Bolivia,Sucre,-19.04,-65.26,2.7
Bosnia and Herzegovina,Sarajevo,43.85,18.38,12.3
Botswana,Gaborone,-24.65,25.91,5.5
Brazil,Bras,-2.08,-58.17,8.3
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,7.9
Bulgaria,Sofia,42.68,23.32,6.5
Burkina Faso,Ouagadougou,12.37,-1.52,21.9
Burundi,Bujumbura,-3.38,29.36,48.7
Madagascar,Ivory,-24.37,46.45,1.5
Cape Verde,Praia,14.93,-23.51,5.8
Cambodia,Phnom Penh,11.55,104.92,8.1
Cameroon,Bafoussam,5.47,10.42,4
Canada,Ottawa,45.42,-75.7,1.9
Central African Republic,Bangui,4.37,18.58,2.2
Chad,N'djamena,12.11,15.05,11.6
Chile,Santiago,-33.45,-70.67,177.1
China,Beijing,39.93,116.39,288.5
Bulgaria,Bogot,43.32,24.7,6.6
Comoros,Moroni,-11.7,43.24,2.4
Congo,Brazzaville,-4.26,15.28,16.1
Costa Rica,San Juan,9.97,-84.08,8.4
Croatia,Zagreb,45.8,16,14.1
Cuba,Havana,23.13,-82.36,2.3
Cyprus,Nicosia,35.17,33.37,12.2
Czech Republic,Prague,50.08,14.47,13.8
Democratic Republic of Congo,Kinshasa,-4.3,15.3,16.1
Denmark,Copenhagen,55.67,12.58,4.1
Djibouti,Djibouti,11.6,43.15,61.6
Dominica,Roseau,15.3,-61.4,0.7
Dominican Republic,Santo Domingo,18.47,-69.9,10.2
Ecuador,Quito,-0.22,-78.5,22.8
Egypt,Cairo,30.05,31.25,18.6
El Salvador,San Salvador,13.71,-89.2,13.3
Equatorial Guinea,Malabo,3.75,8.78,1.9
Eritrea,Asmara,15.33,38.93,26.8
Estonia,Tallinn,59.43,24.73,1.4
Swaziland,Mbabane,-26.32,31.13,26.8
Ethiopia,Addis Ababa,9.03,38.7,60.3
Fiji Islands,Suva,-18.13,178.42,4.1
Finland,Helsinki,60.18,24.93,3
France,Paris,48.87,2.33,13.9
Gabon,Libreville,0.38,9.45,3.7
Gambia,Banjul,13.45,-16.58,7.3
Georgia,Tbilisi,41.73,44.79,25.8
Germany,Berlin,52.52,13.4,3
Ghana,Accra,5.55,-0.22,10.2
Greece,Athens,37.98,23.72,31.1
Grenada,Saint George's,12.05,-61.75,2.9
Guatemala,Guatemala City,14.62,-90.53,4.1
Guinea,Conakry,9.51,-13.71,0.5
Guinea-Bissau,Bissau,11.85,-15.58,17.2
Guyana,Georgetown,6.8,-58.17,3.6
Haiti,Port-Au-Prince,18.54,-72.34,29.9
Vatican City,Vatican City,41.9,12.45,34.2
Honduras,Tegucigalpa,14.1,-87.22,0.8
Hungary,Budapest,47.5,19.08,8.9
Iceland,Hella,63.83,-20.4,1
India,New Delhi,28.6,77.2,171.5
Indonesia,Jakarta,-6.21,106.85,799.6
Iran,Tehran,35.73,51.33,56.3
Iraq,Baghdad,33.34,44.39,16.1
Ireland,Dublin,53.33,-6.25,1.5
Israel,Jerusalem,31.78,35.23,16.8
Italy,Rome,41.9,12.48,34.2
Jamaica,Norman Gardens,17.97,-76.75,8.4
Japan,Tokyo,35.69,139.69,7.8
Jordan,Amman,31.95,35.93,12.6
Kazakhstan,Astana,51.18,71.43,4.9
Kenya,Nairobi,-1.28,36.82,20.3
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,34.7
Kyrghyzstan,Bishkek,42.87,74.6,3.6
Indonesia,Laos,-8.18,114.32,11
Latvia,Riga,56.95,24.1,22.5
Lebanon,Beirut,33.87,35.51,7.5
Lesotho,Maseru,-29.32,27.48,8.6
Liberia,Monrovia,6.31,-10.8,1.1
Thailand,Nan,18.78,100.78,5.8
Liechtenstein,Vaduz,47.13,9.52,12.2
Lithuania,Vilnius,54.68,25.32,4.5
Luxembourg,Luxembourg,49.61,6.13,11
Madagascar,Antananarivo,-18.92,47.52,2.5
Malawi,Lilongwe,-13.98,33.78,8.2
Malaysia,Kuala Lumpur,3.17,101.7,39.4
Maldives,Farukolhufunadhoo,6.15,73.27,0.7
Mali,Bamako,12.65,-8,30.9
Malta,Valletta,35.9,14.51,9.3
Marshall Islands,Majuro,7.1,171.38,0.7
Mauritania,Nouakchott,18.09,-15.98,12.9
Mauritius,Port Louis,-20.16,57.5,3.1
Mexico,Mexico City,19.43,-99.13,7.1
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.5
Monaco,Monaco,43.73,7.42,9.3
Mongolia,Ulaanbaatar,47.92,106.92,5.3
Montenegro,Podgorica,42.44,19.26,8.4
Morocco,Rabat,34.03,-6.84,7.4
Mozambique,Maputo,-25.97,32.59,12.4
Myanmar,Pathein,16.78,94.73,2.4
Namibia,Windhoek,-22.57,17.08,4.9
Turkey,Yaren,39.55,27.62,35.9
Nepal,Kathmandu,27.72,85.32,80.9
Netherlands,Amsterdam,52.37,4.89,13.9
New Zealand,Wellington,-41.3,174.78,1.4
Nicaragua,Managua,12.15,-86.27,3.1
Niger,Niamey,13.52,2.12,7.3
Nigeria,Abuja,9.18,7.18,10
North Korea,Pyongyang,39.02,125.75,12.6
Macedonia,Skopje,42,21.43,7.3
Norway,Oslo,59.92,10.75,1.6
Oman,Muscat,23.61,58.59,24
Pakistan,Islamabad,33.7,73.17,88.3
Palau,Adkip,7.36,134.51,0.5
Bolivia,National,-11.18,-67.08,26.3
Panama,Panama City,8.97,-79.53,1.9
Papua New Guinea,Port Moresby,-9.46,147.19,3.4
Paraguay,Carreria,-21.55,-58.12,1.8
Peru,Lima,-12.05,-77.05,14
Philippines,Manila,14.6,120.98,129.2
Poland,Warsaw,52.25,21,3.2
Portugal,Lisbon,38.72,-9.13,5.6
Qatar,Doha,25.29,51.53,26.6
Romania,Bucharest,44.43,26.1,2.5
Russia,Moscow,55.75,37.62,8.4
Rwanda,Kigali,-1.95,30.06,15.7
Saint Kitts and Nevis,Basseterre,17.3,-62.72,1.4
Saint Lucia,Castries,14,-61,0.6
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,3.3
Samoa,Apia,-13.83,-171.73,3.9
San Marino,San Marino,43.93,12.45,9.6
Belgium,'S-Gravenwezel,51.27,4.55,21.8
Saudi Arabia,Riyadh,24.64,46.77,79.8
Senegal,Dakar,14.67,-17.44,8.1
Serbia,Belgrade,44.8,20.47,7.5
Seychelles Islands,Victoria,-4.62,55.45,2.6
Sierra Leone,Freetown,8.49,-13.23,0.9
Singapore,Singapore,1.29,103.86,6.8
Slovakia,Bratislava,48.15,17.12,12.3
Slovenia,Ljubljana,46.06,14.51,11.3
Solomon Islands,Honiara,-9.43,159.95,2.3
Somalia,Mogadishu,2.07,45.37,7
South Africa,Pretoria,-25.75,28.19,38.8
South Korea,Seoul,37.57,127,7.1
Sudan,Juba,12.15,24.45,1.3
Spain,Madrid,40.4,-3.68,4.8
Sri Lanka,Colombo,6.93,79.85,1.3
Sudan,Khartoum,15.59,32.53,43.6
Suriname,Paramaribo,5.83,-55.17,3.3
Sweden,Stockholm,59.33,18.05,2.3
Switzerland,Bern,46.92,7.47,15.9
Syria,Damascus,33.5,36.3,19.5
Tajikistan,Dushanbe,38.56,68.77,21.4
Tanzania,Dodoma,-6.18,35.75,2.4
Thailand,Bangkok,13.75,100.52,18.1
Timor-Leste,Dili,-8.56,125.57,3.1
Bulgaria,Lom,43.81,23.24,4.6
Tonga,Nuku`Aloia,-21.13,-175.2,2
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2.6
Tunisia,Tunis,36.8,10.18,9.4
Turkey,Ankara,39.93,32.86,13.5
Turkmenistan,Ashgabat,37.95,58.38,14.8
Tuvalu,Funafuti,-8.52,179.22,2.2
Uganda,Kampala,0.32,32.57,44.3
Ukraine,Kyiv,50.43,30.52,6.9
United Arab Emirates,Abu Dhabi,24.47,54.37,51.2
United Kingdom,London,51.52,-0.11,15.5
United States of America,Washington Park,46.6,-120.49,2.6
Uruguay,Montevideo,-34.86,-56.17,2.3
Uzbekistan,Tashkent,41.32,69.25,11.8
Vanuatu,Port Vila,-17.73,168.32,5.2
Venezuela,Caracas,10.5,-66.92,14
Vietnam,Hanoi,21.03,105.85,110.2
Yemen,Sanaa,15.35,44.21,17.2
Zambia,Lusaka,-15.42,28.28,29.1
Zimbabwe,Harare,-17.82,31.04,27.9
Afghanistan,Kabul,34.52,69.18,13.2
Albania,Tirana,41.33,19.82,16.3
Algeria,Algiers,36.76,3.05,37.3
Andorra,Andorra La Vella,42.5,1.52,0.9
Angola,Luanda,-8.84,13.23,11.3
Antigua and Barbuda,Saint John's,17.12,-61.85,0.9
Argentina,Buenos Aires,-34.59,-58.67,17.1
Armenia,Yerevan,40.18,44.51,2
Australia,Canberra,-35.28,149.22,6.1
Austria,Vienna,48.2,16.37,4.8
Azerbaijan,Baku,40.4,49.88,11.2
Bahamas,Nassau,25.08,-77.35,6.7
Bahrain,Manama,26.24,50.58,55.6
Bangladesh,Dhaka,23.72,90.41,58.7
Barbados,Bridgetown,13.1,-59.62,1.8
Belarus,Minsk,53.9,27.57,2.4
Belgium,Brussels,50.83,4.33,21.9
Belize,Belmopan,17.25,-88.77,2.3
Benin,Porto-Novo,6.48,2.62,4
Bhutan,Thimphu,27.48,89.6,8.2
Bolivia,Sucre,-19.04,-65.26,2.3
Bosnia and Herzegovina,Sarajevo,43.85,18.38,22.2
Botswana,Gaborone,-24.65,25.91,2.9
Brazil,Bras,-2.08,-58.17,10.1
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,1.9
Bulgaria,Sofia,42.68,23.32,7.3
Burkina Faso,Ouagadougou,12.37,-1.52,39.8
Burundi,Bujumbura,-3.38,29.36,39.2
Madagascar,Ivory,-24.37,46.45,1.4
Cape Verde,Praia,14.93,-23.51,3
Cambodia,Phnom Penh,11.55,104.92,19
Cameroon,Bafoussam,5.47,10.42,5
Canada,Ottawa,45.42,-75.7,1.5
Central African Republic,Bangui,4.37,18.58,17.5
Chad,N'djamena,12.11,15.05,33.1
Chile,Santiago,-33.45,-70.67,77.7
China,Beijing,39.93,116.39,343.3
Bulgaria,Bogot,43.32,24.7,8.7
Comoros,Moroni,-11.7,43.24,2.2
Congo,Brazzaville,-4.26,15.28,4.2
Costa Rica,San Juan,9.97,-84.08,7.2
Croatia,Zagreb,45.8,16,17.6
Cuba,Havana,23.13,-82.36,9.7
Cyprus,Nicosia,35.17,33.37,17.2
Czech Republic,Prague,50.08,14.47,8.3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,4.2
Denmark,Copenhagen,55.67,12.58,19.5
Djibouti,Djibouti,11.6,43.15,59.9
Dominica,Roseau,15.3,-61.4,1
Dominican Republic,Santo Domingo,18.47,-69.9,11.6
Ecuador,Quito,-0.22,-78.5,17.6
Egypt,Cairo,30.05,31.25,18.8
El Salvador,San Salvador,13.71,-89.2,7.3
Equatorial Guinea,Malabo,3.75,8.78,4.1
Eritrea,Asmara,15.33,38.93,30
Estonia,Tallinn,59.43,24.73,3.2
Swaziland,Mbabane,-26.32,31.13,5.5
Ethiopia,Addis Ababa,9.03,38.7,185
Fiji Islands,Suva,-18.13,178.42,2.5
Finland,Helsinki,60.18,24.93,3.1
France,Paris,48.87,2.33,9.9
Gabon,Libreville,0.38,9.45,4.7
Gambia,Banjul,13.45,-16.58,8.3
Georgia,Tbilisi,41.73,44.79,0.8
Germany,Berlin,52.52,13.4,24.4
Ghana,Accra,5.55,-0.22,10.5
Greece,Athens,37.98,23.72,11
Grenada,Saint George's,12.05,-61.75,0.9
Guatemala,Guatemala City,14.62,-90.53,2.3
Guinea,Conakry,9.51,-13.71,0.7
Guinea-Bissau,Bissau,11.85,-15.58,2.5
Guyana,Georgetown,6.8,-58.17,2.8
Haiti,Port-Au-Prince,18.54,-72.34,30.4
Vatican City,Vatican City,41.9,12.45,15.8
Honduras,Tegucigalpa,14.1,-87.22,0.7
Hungary,Budapest,47.5,19.08,10.9
Iceland,Hella,63.83,-20.4,1.4
India,New Delhi,28.6,77.2,65.8
Indonesia,Jakarta,-6.21,106.85,609.5
Iran,Tehran,35.73,51.33,36.8
Iraq,Baghdad,33.34,44.39,25.2
Ireland,Dublin,53.33,-6.25,1.5
Israel,Jerusalem,31.78,35.23,14.4
Italy,Rome,41.9,12.48,15.8
Jamaica,Norman Gardens,17.97,-76.75,6.2
Japan,Tokyo,35.69,139.69,50
Jordan,Amman,31.95,35.93,8.3
Kazakhstan,Astana,51.18,71.43,12
Kenya,Nairobi,-1.28,36.82,7.1
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,38
Kyrghyzstan,Bishkek,42.87,74.6,17.9
Indonesia,Laos,-8.18,114.32,12.6
Latvia,Riga,56.95,24.1,3
Lebanon,Beirut,33.87,35.51,10.1
Lesotho,Maseru,-29.32,27.48,3.4
Liberia,Monrovia,6.31,-10.8,2.9
Thailand,Nan,18.78,100.78,3.5
Liechtenstein,Vaduz,47.13,9.52,7.5
Lithuania,Vilnius,54.68,25.32,2.2
Luxembourg,Luxembourg,49.61,6.13,12.4
Madagascar,Antananarivo,-18.92,47.52,5.9
Malawi,Lilongwe,-13.98,33.78,8.1
Malaysia,Kuala Lumpur,3.17,101.7,181.3
Maldives,Farukolhufunadhoo,6.15,73.27,1.1
Mali,Bamako,12.65,-8,26.8
Malta,Valletta,35.9,14.51,8
Marshall Islands,Majuro,7.1,171.38,0.8
Mauritania,Nouakchott,18.09,-15.98,16.8
Mauritius,Port Louis,-20.16,57.5,5.4
Mexico,Mexico City,19.43,-99.13,10.1
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,1.3
Monaco,Monaco,43.73,7.42,2.6
Mongolia,Ulaanbaatar,47.92,106.92,1.4
Montenegro,Podgorica,42.44,19.26,8.4
Morocco,Rabat,34.03,-6.84,1.6
Mozambique,Maputo,-25.97,32.59,7.5
Myanmar,Pathein,16.78,94.73,1.5
Namibia,Windhoek,-22.57,17.08,7.5
Turkey,Yaren,39.55,27.62,15.3
Nepal,Kathmandu,27.72,85.32,72.7
Netherlands,Amsterdam,52.37,4.89,12.2
New Zealand,Wellington,-41.3,174.78,5.1
Nicaragua,Managua,12.15,-86.27,0.9
Niger,Niamey,13.52,2.12,6.3
Nigeria,Abuja,9.18,7.18,2.3
North Korea,Pyongyang,39.02,125.75,11
Macedonia,Skopje,42,21.43,15.9
Norway,Oslo,59.92,10.75,0.5
Oman,Muscat,23.61,58.59,24.3
Pakistan,Islamabad,33.7,73.17,101.1
Palau,Adkip,7.36,134.51,0.5
Bolivia,National,-11.18,-67.08,9.9
Panama,Panama City,8.97,-79.53,1.8
Papua New Guinea,Port Moresby,-9.46,147.19,3.4
Paraguay,Carreria,-21.55,-58.12,3.6
Philippines,Manila,14.6,120.98,53.3
Poland,Warsaw,52.25,21,4.9
Portugal,Lisbon,38.72,-9.13,5
Qatar,Doha,25.29,51.53,42.2
Romania,Bucharest,44.43,26.1,4.2
Russia,Moscow,55.75,37.62,6.6
Rwanda,Kigali,-1.95,30.06,20.4
Saint Kitts and Nevis,Basseterre,17.3,-62.72,0.7
Saint Lucia,Castries,14,-61,1
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.6
Samoa,Apia,-13.83,-171.73,3.5
San Marino,San Marino,43.93,12.45,5.1
Belgium,'S-Gravenwezel,51.27,4.55,14.9
Saudi Arabia,Riyadh,24.64,46.77,51.8
Senegal,Dakar,14.67,-17.44,5.7
Serbia,Belgrade,44.8,20.47,7.7
Seychelles Islands,Victoria,-4.62,55.45,2.8
Sierra Leone,Freetown,8.49,-13.23,1.5
Singapore,Singapore,1.29,103.86,11.8
Slovakia,Bratislava,48.15,17.12,7
Slovenia,Ljubljana,46.06,14.51,11.9
Solomon Islands,Honiara,-9.43,159.95,2.5
Somalia,Mogadishu,2.07,45.37,4.3
South Africa,Pretoria,-25.75,28.19,43.8
South Korea,Seoul,37.57,127,18.3
Sudan,Juba,12.15,24.45,6.5
Spain,Madrid,40.4,-3.68,1.8
Sri Lanka,Colombo,6.93,79.85,3.2
Sudan,Khartoum,15.59,32.53,31.9
Suriname,Paramaribo,5.83,-55.17,3.2
Sweden,Stockholm,59.33,18.05,7.8
Switzerland,Bern,46.92,7.47,10.5
Syria,Damascus,33.5,36.3,34
Tajikistan,Dushanbe,38.56,68.77,17.4
Tanzania,Dodoma,-6.18,35.75,2.4
Thailand,Bangkok,13.75,100.52,14.2
Timor-Leste,Dili,-8.56,125.57,5.2
Bulgaria,Lom,43.81,23.24,7.6
Tonga,Nuku`Aloia,-21.13,-175.2,1.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2.3
Tunisia,Tunis,36.8,10.18,10.5
Turkey,Ankara,39.93,32.86,7.7
Turkmenistan,Ashgabat,37.95,58.38,13.7
Tuvalu,Funafuti,-8.52,179.22,1.5
Uganda,Kampala,0.32,32.57,16.4
Ukraine,Kyiv,50.43,30.52,8.1
United Arab Emirates,Abu Dhabi,24.47,54.37,34.7
United Kingdom,London,51.52,-0.11,16.7
United States of America,Washington Park,46.6,-120.49,3.7
Uruguay,Montevideo,-34.86,-56.17,10.7
Uzbekistan,Tashkent,41.32,69.25,10.1
Vanuatu,Port Vila,-17.73,168.32,5.3
Venezuela,Caracas,10.5,-66.92,10.4
Vietnam,Hanoi,21.03,105.85,87.3
Yemen,Sanaa,15.35,44.21,52.3
Zambia,Lusaka,-15.42,28.28,27
Zimbabwe,Harare,-17.82,31.04,17.9
Afghanistan,Kabul,34.52,69.18,18.6
Albania,Tirana,41.33,19.82,14.5
Algeria,Algiers,36.76,3.05,12.6
Andorra,Andorra La Vella,42.5,1.52,2.7
Angola,Luanda,-8.84,13.23,8.3
Antigua and Barbuda,Saint John's,17.12,-61.85,1
Argentina,Buenos Aires,-34.59,-58.67,3.7
Armenia,Yerevan,40.18,44.51,1
Australia,Canberra,-35.28,149.22,4.7
Austria,Vienna,48.2,16.37,16.3
Azerbaijan,Baku,40.4,49.88,1.5
